"id","title","image","schoolId","scholarship","scholarshipInformation","duration","price","currency","acceptanceFee","acceptanceFeeCurrency","objectives","courseWebsiteUrl","programLevel","loanInformation","ratings","createdAt"
"1yafzEp4TD","Corporate Governance","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",860000,"NGN",100000,"NGN","This programme provides a thorough foundation in Corporate Governance, combining classroom instruction with practical exposure to prepare students for the demands of the field. The curriculum covers core business functions including accounting, strategy, human resource management, and entrepreneurship. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. Graduates leave equipped for careers in management, finance, consulting, entrepreneurship, and the wider corporate sector, with a solid foundation for further academic or professional advancement.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:14.128Z"
"Vc1a1jiKnM","Intergovernmental Relations","https://images.pexels.com/photos/36984937/pexels-photo-36984937.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",825000,"NGN",100000,"NGN","This programme provides a thorough foundation in Intergovernmental Relations, combining classroom instruction with practical exposure to prepare students for the demands of the field. The curriculum examines how societies, institutions, and individuals interact, drawing on theory and real-world case studies. The programme builds critical thinking and communication skills useful in research, policy, and community-facing roles. On completion, graduates are well positioned for entry-level careers in public service, research, policy analysis, NGOs, and the corporate sector, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:14.496Z"
"vAxqLZyN4J","Intercultural Studies","https://images.pexels.com/photos/7683887/pexels-photo-7683887.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",825000,"NGN",100000,"NGN","This undergraduate programme in Intercultural Studies is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. The curriculum examines how societies, institutions, and individuals interact, drawing on theory and real-world case studies. Graduates develop strong analytical and research skills that are transferable across many careers. Graduates leave equipped for careers in public service, research, policy analysis, NGOs, and the corporate sector, with a solid foundation for further academic or professional advancement.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:14.923Z"
"A4UrxZvKka","Master in Financial Economics","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","hrIz9VceIX","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",720000,"NGN",100000,"NGN","Structured for holders of a relevant first degree, this Financial Economics programme develops advanced competence and specialised insight into the discipline. The curriculum covers core business functions including accounting, strategy, human resource management, and entrepreneurship. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. On completion, graduates are equipped for advanced roles in management, finance, consulting, entrepreneurship, and the wider corporate sector, or to proceed to doctoral research.","https://pg.portal.binghamuni.edu.ng/","Postgraduate","No loan currently available",0,"2026-07-12T20:34:44.939Z"
"fMrIH5ncjX","Intercultural Leadership & Admin.","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",860000,"NGN",100000,"NGN","This undergraduate programme in Intercultural Leadership & Admin is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. Coursework spans areas such as management principles, finance, marketing, and organisational behaviour, giving students a rounded view of how modern businesses operate. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. On completion, graduates are well positioned for entry-level careers in management, finance, consulting, entrepreneurship, and the wider corporate sector, or to pursue further postgraduate study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:15.330Z"
"CiuMvn4agA","Hospital Administration","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","The Hospital Administration degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:15.754Z"
"2qFZLj9vwD","Governance & Public Sector Mgt.","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",860000,"NGN",100000,"NGN","The Governance & Public Sector Mgt degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Coursework spans areas such as management principles, finance, marketing, and organisational behaviour, giving students a rounded view of how modern businesses operate. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. On completion, graduates are well positioned for entry-level careers in management, finance, consulting, entrepreneurship, and the wider corporate sector, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:16.103Z"
"0wJcOxFkA_","International Business","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",860000,"NGN",100000,"NGN","This undergraduate programme in International Business is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. Coursework spans areas such as management principles, finance, marketing, and organisational behaviour, giving students a rounded view of how modern businesses operate. Graduates develop strong analytical, decision-making, and leadership skills valued across the private and public sectors. Graduates leave equipped for careers in management, finance, consulting, entrepreneurship, and the wider corporate sector, with a solid foundation for further academic or professional advancement.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:16.532Z"
"9y4SJUUsW5","Land Administration","https://images.pexels.com/photos/10129773/pexels-photo-10129773.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1500000,"NGN",100000,"NGN","Designed for undergraduate students, this Land Administration programme builds a strong theoretical and practical base across the core areas of the discipline. The curriculum combines design theory with technical training and studio-based practice. The programme builds creative and technical competence through studio-based, project-driven learning. Graduates leave equipped for careers in architectural practice, urban design, construction, and the built-environment industry, with a solid foundation for further academic or professional advancement. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:17.287Z"
"CkeLX9lTuY","Housing","https://images.pexels.com/photos/10129773/pexels-photo-10129773.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1500000,"NGN",100000,"NGN","The Housing degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. The curriculum combines design theory with technical training and studio-based practice. Graduates develop strong design judgement alongside the technical skills needed to deliver real projects. On completion, graduates are well positioned for entry-level careers in architectural practice, urban design, construction, and the built-environment industry, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:17.694Z"
"zRu5jYxFTn","Physics with Electronics","https://images.pexels.com/photos/3845162/pexels-photo-3845162.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","by0NYo9ycL","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1035000,"NGN",100000,"NGN","This programme provides a thorough foundation in Physics With Electronics, combining classroom instruction with practical exposure to prepare students for the demands of the field. Students engage with core engineering theory alongside hands-on laboratory and design work. The programme builds hands-on technical skills alongside the analytical rigour needed for engineering practice. On completion, graduates are well positioned for entry-level careers in engineering practice, industry, consulting, and technical project management, or to pursue further postgraduate study.","https://wesleyuni.edu.ng/php/Admission.php","Undergraduate","No loan currently available",0,"2026-07-12T20:39:56.084Z"
"ZD6bLIezdN","Geographic Information System","https://images.pexels.com/photos/4508751/pexels-photo-4508751.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1100000,"NGN",100000,"NGN","This undergraduate programme in Geographic Information System is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. Students engage with software development, computer systems, networks, and emerging technologies central to the field. Graduates develop strong problem-solving and technical skills that are in high demand across industries. On completion, graduates are well positioned for entry-level careers in software development, IT consulting, systems administration, and technology-driven organisations, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:18.132Z"
"ZENit9RXhq","Print Journalism","https://images.pexels.com/photos/6950229/pexels-photo-6950229.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","Designed for undergraduate students, this Print Journalism programme builds a strong theoretical and practical base across the core areas of the discipline. Students engage with writing, production, and analysis across print, broadcast, and digital media. The programme builds strong storytelling, production, and communication skills for a fast-changing media industry. On completion, graduates are well positioned for entry-level careers in broadcasting, journalism, public relations, advertising, and digital media, or to pursue further postgraduate study. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:18.554Z"
"MofgToH04S","Radio/Televisionand Film","https://images.pexels.com/photos/30878456/pexels-photo-30878456.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","Designed for undergraduate students, this Radio/Televisionand Film programme builds a strong theoretical and practical base across the core areas of the discipline. Coursework spans media theory, storytelling, and the technical and creative skills used in modern communication. The programme builds strong storytelling, production, and communication skills for a fast-changing media industry. On completion, graduates are well positioned for entry-level careers in broadcasting, journalism, public relations, advertising, and digital media, or to pursue further postgraduate study. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:18.977Z"
"BH84pMLZzF","Advertising and Public Relations","https://images.pexels.com/photos/30878456/pexels-photo-30878456.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","Designed for undergraduate students, this Advertising and Public Relations programme builds a strong theoretical and practical base across the core areas of the discipline. Coursework spans media theory, storytelling, and the technical and creative skills used in modern communication. The programme builds strong storytelling, production, and communication skills for a fast-changing media industry. On completion, graduates are well positioned for entry-level careers in broadcasting, journalism, public relations, advertising, and digital media, or to pursue further postgraduate study.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:19.393Z"
"pSkem4M4w7","Printing and Publishing","https://images.pexels.com/photos/6950229/pexels-photo-6950229.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","This undergraduate programme in Printing and Publishing is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. Students engage with writing, production, and analysis across print, broadcast, and digital media. The programme builds strong storytelling, production, and communication skills for a fast-changing media industry. On completion, graduates are well positioned for entry-level careers in broadcasting, journalism, public relations, advertising, and digital media, or to pursue further postgraduate study. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:19.756Z"
"H3elbna_G5","Broadcast Management","https://images.pexels.com/photos/30878456/pexels-photo-30878456.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","The Broadcast Management degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Students engage with writing, production, and analysis across print, broadcast, and digital media. Graduates develop practical production skills alongside a critical understanding of media and its influence. Graduates leave equipped for careers in broadcasting, journalism, public relations, advertising, and digital media, with a solid foundation for further academic or professional advancement.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:20.178Z"
"CQWYXEymDX","Sports Journalism (Professional)","https://images.pexels.com/photos/6950229/pexels-photo-6950229.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","This programme provides a thorough foundation in Sports Journalism (Professional), combining classroom instruction with practical exposure to prepare students for the demands of the field. The curriculum covers media theory, production skills, and the practical craft of communicating to different audiences. Graduates develop practical production skills alongside a critical understanding of media and its influence. Graduates leave equipped for careers in broadcasting, journalism, public relations, advertising, and digital media, with a solid foundation for further academic or professional advancement. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:20.533Z"
"yRs2ZVzPiI","Public Relations (Professional)","https://images.pexels.com/photos/30878456/pexels-photo-30878456.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","This undergraduate programme in Public Relations (Professional) is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. The curriculum covers media theory, production skills, and the practical craft of communicating to different audiences. Graduates develop practical production skills alongside a critical understanding of media and its influence. Graduates leave equipped for careers in broadcasting, journalism, public relations, advertising, and digital media, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:20.971Z"
"zhLQi0C8_H","Advertisement (Professional)","https://images.pexels.com/photos/30878456/pexels-photo-30878456.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","The Advertisement (Professional) degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Students engage with writing, production, and analysis across print, broadcast, and digital media. Graduates develop practical production skills alongside a critical understanding of media and its influence. On completion, graduates are well positioned for entry-level careers in broadcasting, journalism, public relations, advertising, and digital media, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:21.396Z"
"G0QQ7GxEUP","Journalism (Professional)","https://images.pexels.com/photos/6950229/pexels-photo-6950229.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",840000,"NGN",100000,"NGN","The Journalism (Professional) degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Coursework spans media theory, storytelling, and the technical and creative skills used in modern communication. Graduates develop practical production skills alongside a critical understanding of media and its influence. On completion, graduates are well positioned for entry-level careers in broadcasting, journalism, public relations, advertising, and digital media, or to pursue further postgraduate study.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:21.817Z"
"gNkCIc2dUW","Epidemiology","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","Designed for undergraduate students, this Epidemiology programme builds a strong theoretical and practical base across the core areas of the discipline. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. The programme builds practical competence and an evidence-based approach to patient and community care. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:22.184Z"
"sXtlksjIs-","Biostatistics","https://images.pexels.com/photos/7578815/pexels-photo-7578815.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","Designed for undergraduate students, this Biostatistics programme builds a strong theoretical and practical base across the core areas of the discipline. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. The programme builds practical competence and an evidence-based approach to patient and community care. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:22.543Z"
"APbVJ8hYzn","Maternal & Child Health","https://images.pexels.com/photos/3873162/pexels-photo-3873162.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","The Maternal & Child Health degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Coursework covers core scientific principles alongside supervised practical and clinical experience. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:22.961Z"
"-U0VliGX46","Sexual & Reproductive Health","https://images.pexels.com/photos/3873162/pexels-photo-3873162.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","Designed for undergraduate students, this Sexual & Reproductive Health programme builds a strong theoretical and practical base across the core areas of the discipline. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. The programme builds practical competence and an evidence-based approach to patient and community care. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:24.847Z"
"ffvB3DUCjC","Occupational & Environmental Health","https://images.pexels.com/photos/20008982/pexels-photo-20008982.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","The Occupational & Environmental Health degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. The curriculum combines rigorous scientific training with clinical or laboratory exposure relevant to the field. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:25.255Z"
"fIJ8yXYRwe","Health Education & Promotion","https://images.pexels.com/photos/31690910/pexels-photo-31690910.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",845000,"NGN",100000,"NGN","The Health Education & Promotion degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Coursework covers learning theory, assessment, and practical classroom skills needed for effective teaching. Graduates develop the pedagogical skill and classroom confidence needed for effective teaching. On completion, graduates are well positioned for entry-level careers in classroom teaching, curriculum development, and educational administration, or to pursue further postgraduate study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:25.679Z"
"Fn5emF9H-R","Public Health Nutrition","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","This programme provides a thorough foundation in Public Health Nutrition, combining classroom instruction with practical exposure to prepare students for the demands of the field. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:26.112Z"
"SoWs_AF46s","Public Health","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","This programme provides a thorough foundation in Public Health, combining classroom instruction with practical exposure to prepare students for the demands of the field. Coursework covers core scientific principles alongside supervised practical and clinical experience. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:26.779Z"
"CFKLKleVpi","Health Policy & Management","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","Designed for undergraduate students, this Health Policy & Management programme builds a strong theoretical and practical base across the core areas of the discipline. The curriculum combines rigorous scientific training with clinical or laboratory exposure relevant to the field. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:27.131Z"
"Al04h8FbLV","Environmental Psychology","https://images.pexels.com/photos/3808769/pexels-photo-3808769.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",730000,"NGN",100000,"NGN","Designed for undergraduate students, this Environmental Psychology programme builds a strong theoretical and practical base across the core areas of the discipline. The curriculum combines scientific principles with practical, field-based training relevant to the discipline. The programme builds technical competence and problem-solving skills relevant to sustainable practice. Graduates leave equipped for careers in agribusiness, environmental management, research, and rural development, with a solid foundation for further academic or professional advancement. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:27.546Z"
"SznZAIWsjy","Industrial Psychology","https://images.pexels.com/photos/5336965/pexels-photo-5336965.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",825000,"NGN",100000,"NGN","This undergraduate programme in Industrial Psychology is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. Coursework covers key theoretical frameworks alongside practical research skills used to study social, political, and economic issues. Graduates develop strong analytical and research skills that are transferable across many careers. Graduates leave equipped for careers in public service, research, policy analysis, NGOs, and the corporate sector, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:27.970Z"
"y4fi-P1rk0","Clinical Psychology","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","This programme provides a thorough foundation in Clinical Psychology, combining classroom instruction with practical exposure to prepare students for the demands of the field. Coursework covers core scientific principles alongside supervised practical and clinical experience. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:28.384Z"
"KDXo1S2rSY","Personality & Social Psychology","https://images.pexels.com/photos/5336965/pexels-photo-5336965.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",825000,"NGN",100000,"NGN","This programme provides a thorough foundation in Personality & Social Psychology, combining classroom instruction with practical exposure to prepare students for the demands of the field. The curriculum examines how societies, institutions, and individuals interact, drawing on theory and real-world case studies. The programme builds critical thinking and communication skills useful in research, policy, and community-facing roles. On completion, graduates are well positioned for entry-level careers in public service, research, policy analysis, NGOs, and the corporate sector, or to pursue further postgraduate study. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:28.797Z"
"OwFLiAAjMS","Medical Sociology","https://images.pexels.com/photos/3873162/pexels-photo-3873162.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","eaWLoa-tfA","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",1190000,"NGN",100000,"NGN","The Medical Sociology degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. The curriculum combines rigorous scientific training with clinical or laboratory exposure relevant to the field. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.lcu.edu.ng/index.php/admissions/undergraduate","Undergraduate","No loan currently available",0,"2026-07-12T20:34:29.212Z"
